InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
579675,22752,SET 7 BABUSHKA NESTING BOXES,46,2022-04-22,6.58,C12265,United Kingdom
510345,21931,JUMBO STORAGE BAG SUKI,31,2023-03-15,8.22,C12064,Netherlands
528018,71053,WHITE METAL LANTERN,13,2023-06-14,7.27,C12264,United Kingdom
586694,20725,LUNCH BAG RED RETROSPOT,15,2023-05-18,4.39,C12423,United Kingdom
528378,22960,JAM MAKING SET WITH JARS,9,2022-08-06,18.84,C12336,United Kingdom
517618,22197,SMALL POPCORN HOLDER,9,2023-03-04,10.11,C12332,Norway
559174,21730,GLASS STAR FROSTED T-LIGHT HOLDER,48,2023-03-15,8.43,C12248,Australia
571045,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2022-08-17,2.96,C12186,Australia
588059,23206,LUNCH BAG APPLE DESIGN,26,2022-11-06,17.46,C12076,United Kingdom
503262,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2023-05-01,13.4,C12071,United Kingdom
529932,22752,SET 7 BABUSHKA NESTING BOXES,30,2023-10-05,17.16,C12119,France
584214,71053,WHITE METAL LANTERN,32,2023-12-13,18.58,C12207,United Kingdom
593065,22633,HAND WARMER UNION JACK,6,2023-09-03,7.8,C12317,United Kingdom
512100,84406B,CREAM CUPID HEARTS COAT HANGER,12,2022-12-15,11.36,C12255,United Kingdom
519942,23207,LUNCH BAG PINK POLKADOT,31,2023-08-19,4.76,C12344,United Kingdom
518931,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42,2022-10-03,15.96,C12012,United Kingdom
516279,22960,JAM MAKING SET WITH JARS,36,2022-09-30,9.44,C12336,United Kingdom
591911,22633,HAND WARMER UNION JACK,45,2022-11-24,18.92,C12497,Germany
571128,22086,PAPER CHAIN KIT 50S CHRISTMAS,39,2022-06-05,0.63,C12186,United Kingdom
566406,85099B,JUMBO BAG RED RETROSPOT,18,2022-10-13,10.5,C12374,United Kingdom
530676,22960,JAM MAKING SET WITH JARS,46,2022-06-20,16.64,C12095,EIRE
595432,85099B,JUMBO BAG RED RETROSPOT,40,2022-05-23,4.92,C12054,Germany
567384,23207,LUNCH BAG PINK POLKADOT,23,2023-02-21,12.71,C12201,Netherlands
569327,23207,LUNCH BAG PINK POLKADOT,47,2022-04-08,3.63,C12136,United Kingdom
518074,22632,HAND WARMER RED POLKA DOT,12,2022-03-13,14.63,C12287,United Kingdom
575476,20725,LUNCH BAG RED RETROSPOT,11,2022-09-30,11.59,C12320,United Kingdom
590020,22633,HAND WARMER UNION JACK,6,2023-09-06,7.63,C12406,United Kingdom
513682,22960,JAM MAKING SET WITH JARS,8,2022-08-15,15.62,C12191,United Kingdom
534642,47566,PARTY BUNTING,21,2022-03-04,19.25,C12343,United Kingdom
575301,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2022-01-28,13.73,C12155,United Kingdom
577475,84029E,RED WOOLLY HOTTIE WHITE HEART,22,2022-10-26,5.91,C12370,United Kingdom
538134,22960,JAM MAKING SET WITH JARS,32,2022-08-16,11.09,C12307,United Kingdom
579866,21212,PACK OF 72 RETROSPOT CAKE CASES,35,2023-11-27,3.27,C12082,United Kingdom
555755,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2023-03-23,16.77,C12425,France
543919,22633,HAND WARMER UNION JACK,4,2022-05-17,4.37,C12471,Norway
597057,20725,LUNCH BAG RED RETROSPOT,14,2023-05-26,9.25,C12286,Portugal
544041,84406B,CREAM CUPID HEARTS COAT HANGER,42,2022-12-26,18.14,C12249,United Kingdom
510703,23206,LUNCH BAG APPLE DESIGN,5,2022-10-10,2.74,C12322,United Kingdom
515641,21931,JUMBO STORAGE BAG SUKI,12,2023-07-10,17.37,C12270,United Kingdom
520566,22086,PAPER CHAIN KIT 50S CHRISTMAS,31,2022-05-20,7.46,C12161,Switzerland
528820,85099B,JUMBO BAG RED RETROSPOT,25,2023-01-13,14.73,C12182,United Kingdom
545939,23207,LUNCH BAG PINK POLKADOT,21,2023-04-26,14.83,C12432,Belgium
523576,22752,SET 7 BABUSHKA NESTING BOXES,46,2022-10-29,12.12,C12252,United Kingdom
578484,84029E,RED WOOLLY HOTTIE WHITE HEART,23,2023-06-14,13.34,C12069,United Kingdom
553592,84406B,CREAM CUPID HEARTS COAT HANGER,3,2022-05-18,8.51,C12213,United Kingdom
555161,23207,LUNCH BAG PINK POLKADOT,11,2022-01-05,16.12,C12496,France
520316,22960,JAM MAKING SET WITH JARS,37,2022-08-25,2.81,C12180,United Kingdom
514011,84029E,RED WOOLLY HOTTIE WHITE HEART,48,2022-12-26,15.78,C12072,United Kingdom
510956,23206,LUNCH BAG APPLE DESIGN,28,2023-08-25,4.85,C12029,United Kingdom
541574,22633,HAND WARMER UNION JACK,28,2023-04-02,19.68,C12446,United Kingdom
586567,22086,PAPER CHAIN KIT 50S CHRISTMAS,25,2023-03-15,13.99,C12161,United Kingdom
572373,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2023-05-05,3.19,C12110,United Kingdom
583948,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2023-09-03,1.99,C12404,Australia
508848,85099B,JUMBO BAG RED RETROSPOT,47,2023-08-25,1.51,C12007,United Kingdom
542222,22752,SET 7 BABUSHKA NESTING BOXES,45,2023-01-01,16.9,C12336,Portugal
509460,22633,HAND WARMER UNION JACK,27,2023-02-19,15.74,C12444,United Kingdom
572920,84406B,CREAM CUPID HEARTS COAT HANGER,5,2023-02-11,18.71,C12059,United Kingdom
568154,71053,WHITE METAL LANTERN,5,2023-01-25,6.58,C12025,United Kingdom
560294,22197,SMALL POPCORN HOLDER,17,2023-04-07,18.6,C12145,United Kingdom
589424,20725,LUNCH BAG RED RETROSPOT,19,2023-02-23,15.58,C12374,United Kingdom
510283,84406B,CREAM CUPID HEARTS COAT HANGER,36,2022-05-02,13.79,C12402,United Kingdom
537952,22633,HAND WARMER UNION JACK,17,2022-02-19,18.04,C12407,United Kingdom
576173,84406B,CREAM CUPID HEARTS COAT HANGER,13,2022-05-08,10.87,C12287,United Kingdom
546799,84029E,RED WOOLLY HOTTIE WHITE HEART,47,2022-07-06,6.12,C12367,Australia
505313,85099B,JUMBO BAG RED RETROSPOT,45,2022-08-25,4.79,C12189,United Kingdom
580072,84406B,CREAM CUPID HEARTS COAT HANGER,24,2022-06-08,19.39,C12245,United Kingdom
536966,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-01-06,1.48,C12044,United Kingdom
527877,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2023-04-03,8.36,C12124,United Kingdom
537034,22197,SMALL POPCORN HOLDER,29,2023-09-02,8.27,C12369,United Kingdom
598300,22960,JAM MAKING SET WITH JARS,30,2023-09-26,11.04,C12150,United Kingdom
519601,21212,PACK OF 72 RETROSPOT CAKE CASES,29,2022-10-15,18.34,C12107,United Kingdom
568207,22086,PAPER CHAIN KIT 50S CHRISTMAS,9,2022-07-31,6.52,C12423,Belgium
521438,84406B,CREAM CUPID HEARTS COAT HANGER,43,2023-01-23,19.58,C12105,United Kingdom
597783,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2023-12-27,7.24,C12336,United Kingdom
513704,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-05-30,8.3,C12290,United Kingdom
597512,20725,LUNCH BAG RED RETROSPOT,33,2022-09-08,8.9,C12086,United Kingdom
535699,22632,HAND WARMER RED POLKA DOT,19,2022-03-10,17.8,C12278,Spain
530009,71053,WHITE METAL LANTERN,10,2023-05-09,18.01,C12236,United Kingdom
538346,22632,HAND WARMER RED POLKA DOT,35,2022-04-09,12.25,C12024,Portugal
585712,47566,PARTY BUNTING,22,2023-05-18,19.51,C12084,United Kingdom
590895,71053,WHITE METAL LANTERN,18,2022-11-27,1.49,C12331,United Kingdom
547365,21931,JUMBO STORAGE BAG SUKI,35,2023-10-18,1.06,C12242,United Kingdom
532443,20725,LUNCH BAG RED RETROSPOT,47,2022-03-17,1.29,C12490,United Kingdom
504686,22960,JAM MAKING SET WITH JARS,26,2022-10-10,5.87,C12387,United Kingdom
523527,22633,HAND WARMER UNION JACK,47,2023-07-29,10.51,C12262,United Kingdom
520855,20725,LUNCH BAG RED RETROSPOT,17,2023-04-10,4.82,C12140,United Kingdom
591996,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2023-09-22,2.25,C12468,United Kingdom
552347,22086,PAPER CHAIN KIT 50S CHRISTMAS,23,2022-03-12,4.62,C12075,United Kingdom
589874,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2023-03-12,8.19,C12284,United Kingdom
579507,22960,JAM MAKING SET WITH JARS,37,2022-10-12,15.32,C12105,United Kingdom
539876,22752,SET 7 BABUSHKA NESTING BOXES,2,2022-05-26,8.46,C12318,United Kingdom
583829,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2023-10-15,14.09,C12029,United Kingdom
596837,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2023-07-04,6.3,C12021,United Kingdom
503121,23207,LUNCH BAG PINK POLKADOT,20,2023-01-23,13.63,C12238,Australia
598581,22197,SMALL POPCORN HOLDER,23,2023-11-08,14.89,C12004,United Kingdom
553865,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2023-10-11,1.09,C12476,United Kingdom
577986,21730,GLASS STAR FROSTED T-LIGHT HOLDER,42,2023-01-19,15.98,C12067,United Kingdom
590071,23206,LUNCH BAG APPLE DESIGN,32,2022-05-18,12.58,C12094,United Kingdom
503178,21931,JUMBO STORAGE BAG SUKI,16,2022-09-02,4.43,C12351,United Kingdom
558251,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2022-11-02,12.26,C12394,Netherlands
594171,21931,JUMBO STORAGE BAG SUKI,28,2023-07-13,4.3,C12224,Netherlands
510770,84879,ASSORTED COLOUR BIRD ORNAMENT,42,2022-04-18,17.38,C12198,United Kingdom
581931,47566,PARTY BUNTING,43,2022-07-14,19.29,C12295,United Kingdom
514209,84406B,CREAM CUPID HEARTS COAT HANGER,49,2023-10-18,18.91,C12489,United Kingdom
533065,23207,LUNCH BAG PINK POLKADOT,25,2023-03-20,0.86,C12165,United Kingdom
529092,22633,HAND WARMER UNION JACK,41,2022-10-30,13.22,C12224,Switzerland
587592,85099B,JUMBO BAG RED RETROSPOT,20,2022-10-10,14.18,C12236,United Kingdom
505543,85099B,JUMBO BAG RED RETROSPOT,26,2022-01-12,12.09,C12161,United Kingdom
569345,22632,HAND WARMER RED POLKA DOT,9,2023-05-20,12.64,C12075,Norway
548803,85099B,JUMBO BAG RED RETROSPOT,2,2023-09-28,8.81,C12275,United Kingdom
514859,71053,WHITE METAL LANTERN,14,2023-06-11,8.26,C12158,United Kingdom
511085,84029E,RED WOOLLY HOTTIE WHITE HEART,39,2023-09-14,10.26,C12155,Spain
520811,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2022-11-10,16.1,C12145,Portugal
576623,22752,SET 7 BABUSHKA NESTING BOXES,36,2023-10-01,14.67,C12035,United Kingdom
561587,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2022-06-13,13.69,C12439,Australia
509615,22197,SMALL POPCORN HOLDER,23,2022-05-03,0.52,C12293,United Kingdom
578533,84029E,RED WOOLLY HOTTIE WHITE HEART,40,2023-12-19,2.99,C12451,United Kingdom
579558,20725,LUNCH BAG RED RETROSPOT,45,2022-11-13,16.83,C12399,Germany
506638,21212,PACK OF 72 RETROSPOT CAKE CASES,44,2022-11-06,18.52,C12287,United Kingdom
556063,20725,LUNCH BAG RED RETROSPOT,45,2023-09-08,17.94,C12097,United Kingdom
520955,21212,PACK OF 72 RETROSPOT CAKE CASES,33,2022-12-21,0.77,C12334,United Kingdom
543298,23206,LUNCH BAG APPLE DESIGN,23,2022-09-08,16.4,C12109,United Kingdom
520245,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2023-08-30,16.34,C12200,United Kingdom
525216,71053,WHITE METAL LANTERN,27,2022-09-04,5.19,C12428,United Kingdom
550519,23207,LUNCH BAG PINK POLKADOT,32,2023-07-20,3.95,C12427,Switzerland
550733,47566,PARTY BUNTING,26,2023-06-16,1.78,C12412,United Kingdom
594108,84406B,CREAM CUPID HEARTS COAT HANGER,47,2023-12-07,6.71,C12192,United Kingdom
547234,23207,LUNCH BAG PINK POLKADOT,29,2023-11-04,14.05,C12325,United Kingdom
579526,84406B,CREAM CUPID HEARTS COAT HANGER,44,2023-09-13,14.02,C12196,Germany
552664,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2022-06-20,2.3,C12242,United Kingdom
585959,23207,LUNCH BAG PINK POLKADOT,45,2022-07-30,17.07,C12110,United Kingdom
544950,23207,LUNCH BAG PINK POLKADOT,26,2022-01-26,2.61,C12199,United Kingdom
584719,47566,PARTY BUNTING,9,2022-07-30,2.18,C12076,United Kingdom
546121,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2023-10-28,11.11,C12434,United Kingdom
590025,47566,PARTY BUNTING,43,2023-01-04,5.8,C12293,Portugal
588422,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2022-09-24,7.61,C12354,France
540874,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,2023-10-14,15.52,C12408,United Kingdom
591404,23206,LUNCH BAG APPLE DESIGN,46,2023-12-21,14.78,C12116,United Kingdom
590477,23207,LUNCH BAG PINK POLKADOT,11,2022-01-07,18.65,C12117,United Kingdom
540475,47566,PARTY BUNTING,41,2023-05-13,5.39,C12347,United Kingdom
546546,47566,PARTY BUNTING,26,2023-06-25,16.41,C12366,United Kingdom
533040,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2022-12-14,1.69,C12163,United Kingdom
514327,84406B,CREAM CUPID HEARTS COAT HANGER,29,2023-09-14,17.52,C12207,United Kingdom
556809,23206,LUNCH BAG APPLE DESIGN,38,2022-08-05,9.38,C12357,United Kingdom
583384,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2022-11-26,4.35,C12277,Germany
505867,21730,GLASS STAR FROSTED T-LIGHT HOLDER,38,2023-11-04,17.43,C12495,United Kingdom
550435,71053,WHITE METAL LANTERN,4,2023-12-31,4.57,C12003,United Kingdom
593948,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-06-04,2.42,C12070,Spain
548785,23206,LUNCH BAG APPLE DESIGN,43,2023-01-12,11.53,C12291,United Kingdom
552774,85099B,JUMBO BAG RED RETROSPOT,31,2023-06-13,12.12,C12354,United Kingdom
573373,85099B,JUMBO BAG RED RETROSPOT,48,2023-10-06,11.94,C12429,Norway
500692,47566,PARTY BUNTING,30,2022-03-31,7.52,C12065,United Kingdom
586597,21730,GLASS STAR FROSTED T-LIGHT HOLDER,26,2023-01-25,19.43,C12252,United Kingdom
507933,20725,LUNCH BAG RED RETROSPOT,22,2023-08-30,9.66,C12199,United Kingdom
507797,84029E,RED WOOLLY HOTTIE WHITE HEART,33,2023-06-08,3.41,C12029,United Kingdom
534493,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2022-06-10,16.38,C12392,United Kingdom
518690,22086,PAPER CHAIN KIT 50S CHRISTMAS,39,2022-10-01,7.93,C12257,United Kingdom
549056,21730,GLASS STAR FROSTED T-LIGHT HOLDER,44,2022-07-05,15.17,C12170,France
527843,20725,LUNCH BAG RED RETROSPOT,11,2023-12-23,16.61,C12442,Netherlands
561822,21931,JUMBO STORAGE BAG SUKI,24,2022-06-21,11.32,C12097,EIRE
587902,22752,SET 7 BABUSHKA NESTING BOXES,21,2022-05-24,8.58,C12425,United Kingdom
512720,21212,PACK OF 72 RETROSPOT CAKE CASES,32,2023-09-23,4.8,C12166,United Kingdom
596452,22632,HAND WARMER RED POLKA DOT,22,2023-12-28,1.66,C12441,United Kingdom
526478,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2022-05-03,11.09,C12052,Belgium
511781,84406B,CREAM CUPID HEARTS COAT HANGER,28,2022-02-04,5.26,C12338,United Kingdom
509095,20725,LUNCH BAG RED RETROSPOT,13,2022-03-08,19.07,C12110,United Kingdom
594658,22633,HAND WARMER UNION JACK,47,2023-08-20,10.36,C12121,Spain
553051,22960,JAM MAKING SET WITH JARS,16,2023-05-11,11.54,C12135,Switzerland
519880,21212,PACK OF 72 RETROSPOT CAKE CASES,15,2022-08-14,15.67,C12332,Germany
509837,21931,JUMBO STORAGE BAG SUKI,1,2022-07-27,6.94,C12484,United Kingdom
599993,22633,HAND WARMER UNION JACK,12,2023-12-01,19.69,C12439,Australia
594341,21212,PACK OF 72 RETROSPOT CAKE CASES,41,2022-06-20,3.74,C12367,Portugal
565066,22086,PAPER CHAIN KIT 50S CHRISTMAS,25,2022-05-21,3.28,C12452,United Kingdom
546751,21212,PACK OF 72 RETROSPOT CAKE CASES,28,2022-06-04,13.02,C12283,United Kingdom
582733,22086,PAPER CHAIN KIT 50S CHRISTMAS,20,2022-03-09,11.8,C12136,Belgium
532230,71053,WHITE METAL LANTERN,26,2023-03-08,12.19,C12495,United Kingdom
584817,22960,JAM MAKING SET WITH JARS,25,2023-01-02,1.49,C12268,United Kingdom
539884,71053,WHITE METAL LANTERN,47,2023-05-10,18.49,C12457,United Kingdom
539449,22197,SMALL POPCORN HOLDER,11,2022-11-05,16.95,C12110,United Kingdom
521042,21212,PACK OF 72 RETROSPOT CAKE CASES,44,2023-12-06,10.05,C12013,United Kingdom
555371,47566,PARTY BUNTING,23,2022-10-02,0.83,C12374,Belgium
513921,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2023-09-03,19.17,C12402,United Kingdom
541979,84406B,CREAM CUPID HEARTS COAT HANGER,38,2022-12-09,8.35,C12167,Norway
542422,85099B,JUMBO BAG RED RETROSPOT,45,2022-08-24,3.09,C12027,United Kingdom
517010,22633,HAND WARMER UNION JACK,41,2023-10-25,4.56,C12084,United Kingdom
503729,47566,PARTY BUNTING,32,2023-05-06,7.48,C12362,United Kingdom
503159,22086,PAPER CHAIN KIT 50S CHRISTMAS,39,2023-04-11,11.29,C12224,United Kingdom
584307,23206,LUNCH BAG APPLE DESIGN,42,2023-03-08,9.72,C12302,United Kingdom
540025,22752,SET 7 BABUSHKA NESTING BOXES,45,2023-06-17,8.54,C12346,United Kingdom
547204,22633,HAND WARMER UNION JACK,13,2023-10-22,9.09,C12111,United Kingdom
574024,21931,JUMBO STORAGE BAG SUKI,2,2023-05-13,6.12,C12027,United Kingdom
502881,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-10-16,0.97,C12330,United Kingdom
559251,22633,HAND WARMER UNION JACK,33,2022-05-26,2.28,C12258,Australia
561360,22960,JAM MAKING SET WITH JARS,1,2023-03-05,4.33,C12034,United Kingdom
556344,47566,PARTY BUNTING,16,2023-12-24,12.14,C12481,Australia
583791,85099B,JUMBO BAG RED RETROSPOT,1,2023-04-26,6.88,C12181,EIRE
540581,20725,LUNCH BAG RED RETROSPOT,18,2022-02-14,6.48,C12359,United Kingdom
547645,22752,SET 7 BABUSHKA NESTING BOXES,43,2022-01-10,2.21,C12351,United Kingdom
549630,23207,LUNCH BAG PINK POLKADOT,24,2022-11-25,8.31,C12273,United Kingdom
571833,22086,PAPER CHAIN KIT 50S CHRISTMAS,40,2022-05-17,13.54,C12003,United Kingdom
596502,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2022-03-10,3.5,C12208,United Kingdom
535340,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2023-08-28,17.78,C12275,Australia
545246,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2022-03-08,3.09,C12425,Spain
511772,21212,PACK OF 72 RETROSPOT CAKE CASES,30,2023-09-03,5.5,C12255,United Kingdom
556827,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2022-03-15,13.66,C12396,United Kingdom
517174,22632,HAND WARMER RED POLKA DOT,2,2023-07-26,13.77,C12307,Germany
544237,21730,GLASS STAR FROSTED T-LIGHT HOLDER,39,2023-10-31,2.13,C12295,United Kingdom
545264,23206,LUNCH BAG APPLE DESIGN,25,2022-07-02,3.46,C12196,Netherlands
528022,22960,JAM MAKING SET WITH JARS,13,2022-04-16,8.85,C12129,United Kingdom
590436,22752,SET 7 BABUSHKA NESTING BOXES,35,2022-07-11,8.84,C12194,United Kingdom
504239,23206,LUNCH BAG APPLE DESIGN,19,2022-11-14,10.71,C12213,United Kingdom
514605,22632,HAND WARMER RED POLKA DOT,25,2023-07-01,6.81,C12323,United Kingdom
598264,21931,JUMBO STORAGE BAG SUKI,7,2022-11-01,1.0,C12466,Norway
581395,85099B,JUMBO BAG RED RETROSPOT,8,2023-08-15,2.11,C12110,United Kingdom
581417,23206,LUNCH BAG APPLE DESIGN,45,2022-06-04,17.24,C12041,United Kingdom
563772,71053,WHITE METAL LANTERN,6,2022-08-03,13.96,C12035,United Kingdom
572573,21931,JUMBO STORAGE BAG SUKI,11,2022-04-25,10.46,C12173,United Kingdom
523474,71053,WHITE METAL LANTERN,11,2022-03-19,17.3,C12283,United Kingdom
522706,85099B,JUMBO BAG RED RETROSPOT,39,2022-11-24,15.16,C12020,United Kingdom
502716,23207,LUNCH BAG PINK POLKADOT,22,2023-09-13,17.24,C12111,Belgium
566151,22633,HAND WARMER UNION JACK,35,2022-08-25,17.52,C12311,United Kingdom
568694,21730,GLASS STAR FROSTED T-LIGHT HOLDER,27,2022-06-21,4.75,C12282,United Kingdom
571139,22632,HAND WARMER RED POLKA DOT,42,2023-11-21,11.2,C12122,Netherlands
542543,84029E,RED WOOLLY HOTTIE WHITE HEART,17,2023-01-24,9.49,C12488,United Kingdom
534159,84406B,CREAM CUPID HEARTS COAT HANGER,35,2023-03-23,16.86,C12371,United Kingdom
570990,21931,JUMBO STORAGE BAG SUKI,23,2023-05-17,12.43,C12379,United Kingdom
589863,22086,PAPER CHAIN KIT 50S CHRISTMAS,15,2022-09-04,17.32,C12069,United Kingdom
575452,22086,PAPER CHAIN KIT 50S CHRISTMAS,47,2023-05-03,17.34,C12386,United Kingdom
562699,23207,LUNCH BAG PINK POLKADOT,1,2022-03-20,1.6,C12240,United Kingdom
516374,21212,PACK OF 72 RETROSPOT CAKE CASES,34,2023-04-22,3.77,C12376,EIRE
513668,22752,SET 7 BABUSHKA NESTING BOXES,27,2022-07-28,5.37,C12013,United Kingdom
515804,21212,PACK OF 72 RETROSPOT CAKE CASES,30,2023-08-20,8.6,C12088,United Kingdom
551702,84406B,CREAM CUPID HEARTS COAT HANGER,49,2023-03-18,3.18,C12484,United Kingdom
576368,71053,WHITE METAL LANTERN,39,2023-01-25,6.76,C12131,Netherlands
547922,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-06-12,18.45,C12472,United Kingdom
589962,22632,HAND WARMER RED POLKA DOT,5,2022-09-22,17.31,C12164,EIRE
545212,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2023-03-15,14.97,C12341,United Kingdom
500215,22752,SET 7 BABUSHKA NESTING BOXES,18,2022-04-07,14.59,C12250,Switzerland
510400,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2023-06-28,7.81,C12259,France
505583,84879,ASSORTED COLOUR BIRD ORNAMENT,36,2022-11-14,18.4,C12104,United Kingdom
571792,71053,WHITE METAL LANTERN,49,2022-01-18,8.14,C12086,Portugal
533686,84029E,RED WOOLLY HOTTIE WHITE HEART,42,2023-10-20,17.61,C12170,United Kingdom
565681,23206,LUNCH BAG APPLE DESIGN,4,2022-09-05,19.78,C12285,Portugal
539405,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2022-07-12,5.35,C12262,United Kingdom
562894,21931,JUMBO STORAGE BAG SUKI,21,2023-06-05,10.93,C12051,United Kingdom
577733,20725,LUNCH BAG RED RETROSPOT,6,2023-02-15,7.08,C12297,United Kingdom
544462,22633,HAND WARMER UNION JACK,49,2023-01-19,3.17,C12064,United Kingdom
578282,21730,GLASS STAR FROSTED T-LIGHT HOLDER,35,2023-06-18,7.58,C12082,Belgium
567695,23207,LUNCH BAG PINK POLKADOT,41,2023-06-27,10.97,C12125,United Kingdom
583053,22197,SMALL POPCORN HOLDER,38,2022-07-26,6.75,C12246,United Kingdom
518300,84406B,CREAM CUPID HEARTS COAT HANGER,44,2022-04-24,0.9,C12055,United Kingdom
516562,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2022-11-17,2.81,C12307,Netherlands
509269,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2022-03-02,3.79,C12218,United Kingdom
596426,22633,HAND WARMER UNION JACK,28,2023-08-09,15.5,C12025,Norway
519782,21931,JUMBO STORAGE BAG SUKI,23,2023-11-24,19.63,C12376,United Kingdom
578863,20725,LUNCH BAG RED RETROSPOT,46,2022-07-25,19.07,C12334,United Kingdom
580356,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2022-05-05,3.77,C12095,United Kingdom
549589,20725,LUNCH BAG RED RETROSPOT,32,2022-05-09,8.52,C12325,United Kingdom
576896,22086,PAPER CHAIN KIT 50S CHRISTMAS,19,2022-02-14,7.86,C12057,United Kingdom
539886,22960,JAM MAKING SET WITH JARS,44,2022-04-07,19.41,C12390,Australia
579737,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2022-05-10,18.98,C12108,United Kingdom
540860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,2022-11-30,7.94,C12335,Switzerland
563656,84406B,CREAM CUPID HEARTS COAT HANGER,23,2023-09-01,12.85,C12078,United Kingdom
543601,22632,HAND WARMER RED POLKA DOT,3,2022-10-14,16.61,C12150,Germany
503174,47566,PARTY BUNTING,14,2023-06-02,13.59,C12390,United Kingdom
572635,84879,ASSORTED COLOUR BIRD ORNAMENT,34,2022-05-06,13.93,C12070,Norway
518984,21931,JUMBO STORAGE BAG SUKI,47,2023-12-17,6.35,C12096,Spain
520977,22086,PAPER CHAIN KIT 50S CHRISTMAS,28,2023-05-09,4.48,C12061,United Kingdom
507382,71053,WHITE METAL LANTERN,7,2023-08-24,8.56,C12126,United Kingdom
519572,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2023-03-03,12.39,C12202,Spain
531376,22752,SET 7 BABUSHKA NESTING BOXES,24,2022-04-30,3.37,C12040,United Kingdom
539895,84029E,RED WOOLLY HOTTIE WHITE HEART,32,2022-11-14,9.94,C12312,United Kingdom
591229,22632,HAND WARMER RED POLKA DOT,17,2023-01-03,3.65,C12323,Germany
582844,22633,HAND WARMER UNION JACK,21,2023-11-26,11.16,C12441,Netherlands
567684,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2023-12-25,14.71,C12364,United Kingdom
574462,22960,JAM MAKING SET WITH JARS,9,2022-06-06,17.86,C12081,United Kingdom
577004,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2022-09-22,17.68,C12337,United Kingdom
552057,22086,PAPER CHAIN KIT 50S CHRISTMAS,28,2023-06-15,4.93,C12154,United Kingdom
515792,23207,LUNCH BAG PINK POLKADOT,26,2022-04-02,7.17,C12025,Australia
530699,22197,SMALL POPCORN HOLDER,3,2022-09-30,7.36,C12479,United Kingdom
590777,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-07-21,8.96,C12075,United Kingdom
584269,84406B,CREAM CUPID HEARTS COAT HANGER,36,2022-02-15,18.85,C12199,United Kingdom
529813,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2022-09-23,1.5,C12399,United Kingdom
538799,85099B,JUMBO BAG RED RETROSPOT,8,2022-05-14,15.1,C12143,United Kingdom
545254,23207,LUNCH BAG PINK POLKADOT,41,2023-10-28,4.77,C12335,Germany
565603,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2023-03-12,4.71,C12025,United Kingdom
